Order ID,Order Date,Ship Date,Customer ID,Product ID,Postal Code,Sales,Profit,Quantity,Discount
ORD-21260,2026-06-01,2026-06-02,CUST-10904,PROD-1003,380001,32804.81,2951.24,4,0.15
ORD-21261,2025-03-19,2025-03-26,CUST-10754,PROD-1001,751001,5228.95,1380.28,4,0.15
ORD-21262,2025-07-19,2025-07-23,CUST-10604,PROD-1007,751001,24667.36,-1826.53,1,0.15
ORD-21263,2025-09-04,2025-09-09,CUST-10771,PROD-1004,302001,40843.59,7813.72,2,0.05
ORD-21264,2026-06-01,2026-06-06,CUST-10543,PROD-1006,110001,6330.98,1009.89,1,0.0
ORD-21265,2026-05-13,2026-05-19,CUST-10232,PROD-1004,600001,48348.99,6607.49,1,0.1
ORD-21266,2026-03-03,2026-03-05,CUST-10958,PROD-1008,500001,16876.72,-598.8,3,0.05
ORD-21267,2025-08-24,2025-08-27,CUST-10169,PROD-1003,400001,31114.02,5773.19,3,0.1
ORD-21268,2025-07-20,2025-07-23,CUST-10262,PROD-1003,380001,18087.28,5041.19,1,0.0
ORD-21269,2025-11-15,2025-11-17,CUST-10151,PROD-1006,302001,42049.55,50.95,3,0.0
ORD-21270,2025-01-08,2025-01-15,CUST-10482,PROD-1001,500001,28495.07,1294.88,5,0.05
ORD-21271,2024-06-30,2024-07-05,CUST-10170,PROD-1005,302001,10796.37,1995.07,2,0.0
ORD-21272,2026-04-11,2026-04-17,CUST-10560,PROD-1005,110001,39030.64,-3177.55,2,0.15
ORD-21273,2025-12-31,2026-01-01,CUST-10252,PROD-1001,500001,33820.75,1748.95,2,0.0
ORD-21274,2024-10-27,2024-10-29,CUST-10231,PROD-1004,751001,6347.79,-576.19,5,0.05
ORD-21275,2025-10-06,2025-10-11,CUST-10188,PROD-1005,560001,11439.06,2812.09,2,0.1
ORD-21276,2025-11-10,2025-11-12,CUST-10556,PROD-1001,751001,17948.45,4438.6,2,0.1
ORD-21277,2026-01-04,2026-01-09,CUST-10918,PROD-1007,600001,46231.07,10262.34,5,0.0
ORD-21278,2026-05-10,2026-05-17,CUST-10250,PROD-1005,110001,33677.02,8637.24,1,0.0
ORD-21279,2026-01-18,2026-01-23,CUST-10702,PROD-1008,500001,20974.91,-2056.0,2,0.15
ORD-21280,2025-07-06,2025-07-11,CUST-10474,PROD-1005,751001,30847.05,2748.17,3,0.1
ORD-21281,2025-01-19,2025-01-21,CUST-10901,PROD-1009,380001,43803.03,-4335.12,5,0.15
ORD-21282,2024-11-15,2024-11-18,CUST-10626,PROD-1008,400001,40122.13,403.08,4,0.15
ORD-21283,2024-06-25,2024-06-27,CUST-10094,PROD-1005,400001,29449.35,6854.28,4,0.1
ORD-21284,2026-03-26,2026-04-02,CUST-10592,PROD-1002,751001,24696.71,5583.03,4,0.05
ORD-21285,2026-06-05,2026-06-10,CUST-10049,PROD-1008,500001,43195.15,-620.68,5,0.05
ORD-21286,2025-08-23,2025-08-27,CUST-10258,PROD-1001,600001,46232.3,-3583.94,5,0.0
ORD-21287,2025-02-10,2025-02-11,CUST-10668,PROD-1004,400001,2900.33,389.42,3,0.0
ORD-21288,2026-01-03,2026-01-10,CUST-10945,PROD-1010,751001,20950.21,5985.66,2,0.0
ORD-21289,2025-08-04,2025-08-06,CUST-10466,PROD-1003,400001,32006.27,-2453.46,2,0.15
ORD-21290,2024-12-28,2024-12-30,CUST-10785,PROD-1006,700001,24470.41,5224.03,3,0.0
ORD-21291,2025-06-06,2025-06-12,CUST-10185,PROD-1008,400001,1767.4,318.22,1,0.0
ORD-21292,2025-05-11,2025-05-12,CUST-10940,PROD-1001,500001,44410.85,-1926.65,2,0.15
ORD-21293,2025-12-10,2025-12-11,CUST-10484,PROD-1007,751001,17999.2,2442.23,1,0.1
ORD-21294,2024-09-25,2024-09-26,CUST-10191,PROD-1001,700001,35442.89,2754.98,4,0.1
ORD-21295,2025-12-19,2025-12-20,CUST-10883,PROD-1002,600001,39111.68,-967.88,1,0.15
ORD-21296,2024-08-26,2024-08-28,CUST-10376,PROD-1001,600001,38679.7,3947.15,3,0.15
ORD-21297,2025-09-02,2025-09-07,CUST-10121,PROD-1010,380001,5197.05,1390.6,4,0.0
ORD-21298,2025-05-19,2025-05-26,CUST-10869,PROD-1005,700001,31027.53,5934.55,3,0.15
ORD-21299,2025-07-01,2025-07-08,CUST-10651,PROD-1006,560001,20421.07,-1527.86,1,0.05
ORD-21300,2024-06-19,2024-06-23,CUST-10942,PROD-1004,751001,34035.89,-3218.32,4,0.15
ORD-21301,2025-04-05,2025-04-12,CUST-10902,PROD-1006,500001,5177.2,370.79,5,0.05
ORD-21302,2024-07-30,2024-08-01,CUST-10657,PROD-1003,560001,31444.55,210.48,4,0.0
ORD-21303,2024-06-29,2024-07-04,CUST-10991,PROD-1010,400001,48778.73,-293.24,2,0.15
ORD-21304,2024-06-29,2024-07-03,CUST-10352,PROD-1004,700001,23635.67,3499.18,3,0.05
ORD-21305,2025-04-02,2025-04-04,CUST-10977,PROD-1004,380001,24452.0,-1019.76,1,0.15
ORD-21306,2025-04-29,2025-05-04,CUST-10793,PROD-1003,600001,938.27,-16.83,5,0.05
ORD-21307,2026-04-18,2026-04-19,CUST-10322,PROD-1002,600001,38556.93,-1316.0,1,0.0
ORD-21308,2024-09-26,2024-10-01,CUST-10033,PROD-1005,302001,41880.33,8011.25,5,0.1
ORD-21309,2025-08-09,2025-08-16,CUST-10942,PROD-1007,302001,25194.52,2171.03,1,0.1
ORD-21310,2024-06-27,2024-06-30,CUST-10978,PROD-1004,751001,29219.43,1336.97,3,0.05
ORD-21311,2025-08-17,2025-08-24,CUST-10507,PROD-1005,700001,48302.47,-2667.4,3,0.0
ORD-21312,2026-06-07,2026-06-13,CUST-10000,PROD-1005,411001,27838.19,-2579.95,1,0.0
ORD-21313,2025-03-04,2025-03-07,CUST-10315,PROD-1001,751001,20998.0,5339.6,1,0.0
ORD-21314,2025-03-01,2025-03-06,CUST-10750,PROD-1010,500001,27565.11,-454.09,1,0.1
ORD-21315,2025-01-29,2025-01-30,CUST-10577,PROD-1003,600001,43288.03,11373.6,2,0.1
ORD-21316,2025-12-13,2025-12-18,CUST-10250,PROD-1004,302001,16478.65,776.68,1,0.05
ORD-21317,2024-08-09,2024-08-12,CUST-10702,PROD-1002,751001,14610.73,4093.8,1,0.1
ORD-21318,2025-05-12,2025-05-14,CUST-10925,PROD-1001,400001,44041.54,7401.65,2,0.1
ORD-21319,2026-02-12,2026-02-16,CUST-10061,PROD-1004,380001,10636.48,189.0,3,0.15
ORD-21320,2025-10-14,2025-10-17,CUST-10102,PROD-1004,411001,32107.83,6444.69,5,0.05
ORD-21321,2025-10-29,2025-11-04,CUST-10105,PROD-1007,560001,27970.99,6685.26,4,0.05
ORD-21322,2025-01-13,2025-01-19,CUST-10985,PROD-1008,380001,5367.11,558.48,1,0.15
ORD-21323,2025-10-17,2025-10-21,CUST-10013,PROD-1010,110001,40175.37,11332.74,2,0.1
ORD-21324,2024-12-15,2024-12-18,CUST-10479,PROD-1002,751001,10896.62,2326.1,5,0.05
ORD-21325,2024-09-09,2024-09-11,CUST-10744,PROD-1005,700001,13297.48,59.91,3,0.05
ORD-21326,2025-09-02,2025-09-04,CUST-10328,PROD-1001,400001,48530.49,7026.19,2,0.15
ORD-21327,2025-07-25,2025-07-28,CUST-10812,PROD-1002,560001,39130.88,3485.36,2,0.15
ORD-21328,2026-03-27,2026-04-01,CUST-10377,PROD-1006,700001,40626.89,4411.35,1,0.0
ORD-21329,2024-10-29,2024-11-02,CUST-10339,PROD-1009,700001,26068.18,806.49,1,0.1
ORD-21330,2025-02-20,2025-02-25,CUST-10623,PROD-1008,500001,11896.67,2349.08,4,0.0
ORD-21331,2024-08-22,2024-08-27,CUST-10935,PROD-1008,600001,19550.01,591.64,2,0.15
ORD-21332,2024-10-20,2024-10-22,CUST-10741,PROD-1010,600001,32663.65,-886.0,2,0.1
ORD-21333,2024-08-15,2024-08-16,CUST-10883,PROD-1006,411001,29105.28,8424.23,2,0.15
ORD-21334,2025-11-05,2025-11-09,CUST-10173,PROD-1004,400001,25178.6,1431.15,2,0.1
ORD-21335,2025-10-31,2025-11-01,CUST-10035,PROD-1004,400001,644.27,7.02,3,0.05
ORD-21336,2026-04-05,2026-04-06,CUST-10685,PROD-1002,700001,30312.93,8159.26,3,0.1
ORD-21337,2025-06-20,2025-06-21,CUST-10729,PROD-1001,400001,2368.65,445.88,2,0.0
ORD-21338,2024-06-08,2024-06-11,CUST-10076,PROD-1003,411001,11239.64,2999.8,1,0.1
ORD-21339,2025-09-28,2025-10-02,CUST-10816,PROD-1008,380001,542.65,129.9,4,0.0
ORD-21340,2025-12-20,2025-12-25,CUST-10465,PROD-1001,500001,27850.02,4022.35,3,0.1
ORD-21341,2025-09-10,2025-09-11,CUST-10545,PROD-1009,411001,25981.28,1500.77,5,0.15
ORD-21342,2026-02-09,2026-02-15,CUST-10245,PROD-1002,700001,36303.59,1617.82,5,0.0
ORD-21343,2025-03-01,2025-03-08,CUST-10021,PROD-1008,110001,45703.85,-3960.85,5,0.1
ORD-21344,2024-07-18,2024-07-20,CUST-10687,PROD-1008,600001,24203.42,7238.67,2,0.0
ORD-21345,2025-03-01,2025-03-03,CUST-10771,PROD-1007,110001,40594.19,10879.94,3,0.15
ORD-21346,2025-06-23,2025-06-30,CUST-10642,PROD-1008,380001,42179.08,10310.19,4,0.0
ORD-21347,2025-10-26,2025-10-29,CUST-10746,PROD-1006,380001,24649.94,3277.47,4,0.1
ORD-21348,2024-11-20,2024-11-23,CUST-10030,PROD-1002,411001,42446.23,3926.69,2,0.05
ORD-21349,2024-08-03,2024-08-04,CUST-10493,PROD-1009,500001,11142.93,681.2,5,0.05
ORD-21350,2024-07-21,2024-07-25,CUST-10620,PROD-1002,110001,11557.68,-193.12,5,0.1
ORD-21351,2025-11-27,2025-12-04,CUST-10861,PROD-1005,302001,17393.87,-1062.95,3,0.0
ORD-21352,2025-03-12,2025-03-15,CUST-10209,PROD-1008,380001,7021.38,1523.33,5,0.0
ORD-21353,2026-05-29,2026-06-05,CUST-10108,PROD-1008,751001,47429.27,-4498.76,4,0.15
ORD-21354,2026-04-27,2026-05-03,CUST-10561,PROD-1009,411001,7870.14,1357.44,4,0.0
ORD-21355,2025-02-05,2025-02-07,CUST-10829,PROD-1004,560001,41770.07,-3036.37,4,0.1
ORD-21356,2024-10-30,2024-11-03,CUST-10918,PROD-1008,302001,38640.88,8529.33,3,0.1
ORD-21357,2026-05-31,2026-06-03,CUST-10710,PROD-1010,302001,48556.06,-984.53,2,0.05
ORD-21358,2025-09-12,2025-09-15,CUST-10492,PROD-1009,400001,5924.76,1001.98,3,0.05
ORD-21359,2025-11-27,2025-12-02,CUST-10315,PROD-1007,400001,2156.15,17.91,3,0.1
ORD-21360,2026-05-19,2026-05-21,CUST-10336,PROD-1009,500001,31221.61,4761.19,2,0.15
ORD-21361,2025-03-31,2025-04-03,CUST-10448,PROD-1002,751001,4863.34,1223.96,3,0.15
ORD-21362,2025-09-04,2025-09-05,CUST-10371,PROD-1004,110001,37545.17,10837.71,5,0.1
ORD-21363,2025-11-13,2025-11-19,CUST-10848,PROD-1008,411001,17181.41,3479.75,5,0.0
ORD-21364,2026-03-12,2026-03-18,CUST-10333,PROD-1001,400001,38308.6,4028.12,2,0.1
ORD-21365,2026-04-11,2026-04-18,CUST-10432,PROD-1004,560001,4816.39,1301.0,4,0.1
ORD-21366,2025-02-21,2025-02-28,CUST-10364,PROD-1007,380001,13071.65,-1263.64,3,0.0
ORD-21367,2024-07-08,2024-07-09,CUST-10579,PROD-1005,380001,47763.37,8033.22,4,0.1
ORD-21368,2024-08-17,2024-08-18,CUST-10792,PROD-1006,110001,2664.4,571.71,3,0.05
ORD-21369,2024-08-31,2024-09-07,CUST-10023,PROD-1007,380001,35817.59,3984.72,2,0.0
ORD-21370,2025-07-24,2025-07-25,CUST-10003,PROD-1008,400001,29961.73,537.13,5,0.05
ORD-21371,2025-08-30,2025-08-31,CUST-10617,PROD-1006,600001,37233.92,6268.16,5,0.1
ORD-21372,2025-12-20,2025-12-27,CUST-10744,PROD-1008,380001,8342.09,-811.83,4,0.0
ORD-21373,2026-05-24,2026-05-26,CUST-10540,PROD-1001,110001,1037.33,190.84,3,0.0
ORD-21374,2025-10-18,2025-10-25,CUST-10794,PROD-1006,400001,26253.78,417.15,3,0.15
ORD-21375,2026-01-19,2026-01-23,CUST-10332,PROD-1008,110001,43583.67,9684.85,1,0.05
ORD-21376,2025-01-10,2025-01-12,CUST-10470,PROD-1007,500001,8397.53,-210.21,5,0.15
ORD-21377,2024-07-15,2024-07-18,CUST-10118,PROD-1007,302001,24802.93,-696.08,5,0.15
ORD-21378,2026-02-15,2026-02-17,CUST-10355,PROD-1006,751001,42154.35,-3735.98,1,0.05
ORD-21379,2026-01-31,2026-02-07,CUST-10524,PROD-1010,500001,8144.96,72.14,2,0.05
ORD-21380,2025-09-24,2025-10-01,CUST-10485,PROD-1002,411001,27579.99,839.65,3,0.1
ORD-21381,2024-07-01,2024-07-08,CUST-10265,PROD-1002,380001,38997.19,1866.42,3,0.05
ORD-21382,2025-06-14,2025-06-16,CUST-10439,PROD-1009,751001,28759.26,7331.62,3,0.05
ORD-21383,2026-01-09,2026-01-15,CUST-10893,PROD-1004,380001,47435.19,1352.37,1,0.1
ORD-21384,2025-04-04,2025-04-06,CUST-10188,PROD-1001,700001,30116.69,-1767.12,5,0.15
ORD-21385,2026-02-26,2026-03-05,CUST-10257,PROD-1004,400001,45205.1,-2646.59,5,0.15
ORD-21386,2025-10-20,2025-10-26,CUST-10421,PROD-1005,110001,43153.89,7169.96,3,0.0
ORD-21387,2025-05-19,2025-05-26,CUST-10070,PROD-1009,700001,27873.15,7698.7,4,0.05
ORD-21388,2025-02-16,2025-02-20,CUST-10257,PROD-1005,302001,23140.57,5575.47,3,0.0
ORD-21389,2026-04-07,2026-04-11,CUST-10316,PROD-1007,600001,33765.95,-1979.66,5,0.15
ORD-21390,2026-03-29,2026-03-30,CUST-10366,PROD-1002,500001,6833.06,-555.84,5,0.15
ORD-21391,2026-06-06,2026-06-13,CUST-10650,PROD-1001,400001,3594.1,-40.11,5,0.0
ORD-21392,2026-01-15,2026-01-22,CUST-10309,PROD-1006,700001,9151.86,1285.82,2,0.1
ORD-21393,2026-03-14,2026-03-20,CUST-10529,PROD-1008,110001,9259.47,1533.89,5,0.05
ORD-21394,2024-10-25,2024-10-26,CUST-10592,PROD-1008,600001,48441.08,8370.26,1,0.05
ORD-21395,2024-11-05,2024-11-09,CUST-10983,PROD-1004,700001,10383.4,594.67,1,0.0
ORD-21396,2024-12-29,2025-01-05,CUST-10300,PROD-1001,411001,12363.67,1769.94,1,0.05
ORD-21397,2026-02-27,2026-03-03,CUST-10109,PROD-1003,110001,30757.15,5836.84,3,0.0
ORD-21398,2025-06-30,2025-07-05,CUST-10471,PROD-1005,411001,6951.48,380.06,2,0.05
ORD-21399,2025-10-22,2025-10-23,CUST-10871,PROD-1002,700001,4401.11,-413.68,4,0.1
ORD-21400,2025-07-18,2025-07-25,CUST-10654,PROD-1004,560001,42087.33,11341.41,1,0.05
ORD-21401,2024-11-24,2024-11-25,CUST-10235,PROD-1002,500001,17885.44,2810.74,4,0.1
ORD-21402,2025-08-25,2025-09-01,CUST-10762,PROD-1008,400001,12875.07,-513.49,2,0.0
ORD-21403,2025-04-07,2025-04-08,CUST-10946,PROD-1006,700001,41784.65,-3279.31,3,0.05
ORD-21404,2025-12-04,2025-12-07,CUST-10657,PROD-1005,600001,41973.92,4228.73,4,0.1
ORD-21405,2025-12-31,2026-01-04,CUST-10363,PROD-1009,600001,21721.99,4502.17,5,0.0
ORD-21406,2025-05-08,2025-05-10,CUST-10169,PROD-1003,302001,3351.91,724.29,3,0.0
ORD-21407,2025-05-06,2025-05-10,CUST-10682,PROD-1008,302001,44787.43,3062.28,5,0.0
ORD-21408,2025-02-20,2025-02-21,CUST-10727,PROD-1004,302001,30552.47,-1007.44,4,0.05
ORD-21409,2025-01-29,2025-02-02,CUST-10324,PROD-1003,400001,16764.63,310.38,4,0.05
ORD-21410,2024-11-04,2024-11-06,CUST-10999,PROD-1005,500001,35276.42,5009.49,3,0.05
ORD-21411,2025-03-17,2025-03-22,CUST-10132,PROD-1006,411001,43238.61,2637.14,1,0.0
ORD-21412,2024-09-16,2024-09-23,CUST-10407,PROD-1003,110001,45193.48,7260.94,5,0.0
ORD-21413,2025-02-22,2025-02-27,CUST-10631,PROD-1003,600001,36109.56,10443.1,5,0.05
ORD-21414,2025-09-01,2025-09-08,CUST-10598,PROD-1006,700001,23283.58,-1511.34,1,0.1
ORD-21415,2025-09-16,2025-09-19,CUST-10584,PROD-1010,560001,30463.65,-1935.56,1,0.05
ORD-21416,2025-07-03,2025-07-06,CUST-10213,PROD-1002,700001,42321.6,8404.55,1,0.15
ORD-21417,2026-03-19,2026-03-26,CUST-10234,PROD-1003,600001,45722.78,11356.75,1,0.05
ORD-21418,2024-09-07,2024-09-10,CUST-10152,PROD-1007,110001,1101.64,-47.45,3,0.15
ORD-21419,2025-07-13,2025-07-15,CUST-10166,PROD-1009,400001,47950.03,9488.68,4,0.15
ORD-21420,2024-07-01,2024-07-04,CUST-10002,PROD-1001,302001,45988.72,4344.06,5,0.1
ORD-21421,2025-08-01,2025-08-04,CUST-10933,PROD-1001,600001,47377.13,-301.12,5,0.15
ORD-21422,2025-01-30,2025-01-31,CUST-10045,PROD-1009,302001,16669.81,4548.3,5,0.15
ORD-21423,2026-01-07,2026-01-08,CUST-10770,PROD-1001,400001,13182.57,1379.18,4,0.05
ORD-21424,2025-01-18,2025-01-21,CUST-10308,PROD-1005,411001,15551.91,-161.28,3,0.05
ORD-21425,2025-10-30,2025-11-05,CUST-10704,PROD-1006,560001,24211.21,3342.03,5,0.15
ORD-21426,2026-02-21,2026-02-25,CUST-10374,PROD-1001,110001,43038.49,7852.38,2,0.15
ORD-21427,2025-02-09,2025-02-15,CUST-10723,PROD-1008,751001,1843.44,224.93,1,0.1
ORD-21428,2024-07-20,2024-07-24,CUST-10454,PROD-1001,600001,45391.38,467.94,3,0.1
ORD-21429,2025-08-27,2025-08-28,CUST-10892,PROD-1008,600001,37378.74,7486.56,3,0.1
ORD-21430,2025-02-22,2025-02-23,CUST-10785,PROD-1002,700001,2406.65,-111.89,2,0.15
ORD-21431,2025-01-14,2025-01-18,CUST-10616,PROD-1006,400001,43253.67,2039.12,5,0.1
ORD-21432,2025-07-30,2025-08-02,CUST-10632,PROD-1009,400001,29931.14,-1791.53,5,0.1
ORD-21433,2025-02-24,2025-02-26,CUST-10620,PROD-1009,110001,6802.17,-627.15,5,0.0
ORD-21434,2024-06-14,2024-06-16,CUST-10171,PROD-1003,500001,27066.15,-1358.49,4,0.05
ORD-21435,2024-07-22,2024-07-24,CUST-10573,PROD-1003,110001,2183.55,173.65,1,0.05
ORD-21436,2026-01-07,2026-01-09,CUST-10639,PROD-1008,500001,48110.93,1282.39,3,0.15
ORD-21437,2026-01-15,2026-01-20,CUST-10954,PROD-1002,751001,18027.57,-1002.87,3,0.15
ORD-21438,2025-05-20,2025-05-27,CUST-10546,PROD-1005,411001,7226.55,8.23,3,0.15
ORD-21439,2025-09-02,2025-09-05,CUST-10187,PROD-1007,560001,31466.06,-1934.4,4,0.0
ORD-21440,2024-11-12,2024-11-18,CUST-10266,PROD-1009,110001,1720.06,24.38,4,0.05
ORD-21441,2024-12-16,2024-12-23,CUST-10029,PROD-1008,400001,26015.56,2261.82,3,0.1
ORD-21442,2025-03-20,2025-03-25,CUST-10856,PROD-1005,411001,3483.92,93.13,5,0.0
ORD-21443,2024-12-04,2024-12-10,CUST-10872,PROD-1008,751001,36881.5,6407.0,3,0.05
ORD-21444,2026-02-14,2026-02-16,CUST-10554,PROD-1008,411001,27068.64,4177.95,5,0.0
ORD-21445,2025-03-01,2025-03-03,CUST-10596,PROD-1007,110001,4166.93,269.15,3,0.0
ORD-21446,2024-12-16,2024-12-19,CUST-10614,PROD-1010,411001,1195.67,258.45,5,0.0
ORD-21447,2024-09-07,2024-09-08,CUST-10050,PROD-1003,751001,9152.82,1762.12,3,0.1
ORD-21448,2026-03-05,2026-03-06,CUST-10328,PROD-1007,302001,21661.83,3488.05,1,0.05
ORD-21449,2025-07-17,2025-07-23,CUST-10744,PROD-1003,700001,27777.81,3074.21,1,0.0
ORD-21450,2025-10-04,2025-10-11,CUST-10864,PROD-1005,411001,18739.18,2303.85,3,0.0
ORD-21451,2025-04-24,2025-04-30,CUST-10504,PROD-1001,400001,26899.81,7853.87,5,0.1
ORD-21452,2024-07-22,2024-07-27,CUST-10691,PROD-1006,411001,8953.39,733.58,4,0.1
ORD-21453,2024-08-14,2024-08-19,CUST-10801,PROD-1007,600001,23086.4,6794.35,5,0.05
ORD-21454,2025-11-19,2025-11-26,CUST-10257,PROD-1003,751001,26091.97,-961.35,2,0.1
ORD-21455,2025-05-10,2025-05-17,CUST-10594,PROD-1006,700001,30474.32,-771.57,5,0.15
ORD-21456,2025-10-23,2025-10-27,CUST-10470,PROD-1001,751001,16241.0,1867.85,1,0.1
ORD-21457,2025-02-11,2025-02-16,CUST-10516,PROD-1007,560001,15441.33,941.81,5,0.0
ORD-21458,2026-02-13,2026-02-19,CUST-10162,PROD-1010,400001,44050.75,926.69,3,0.0
ORD-21459,2024-12-05,2024-12-09,CUST-10261,PROD-1010,600001,6490.77,1121.01,2,0.05
ORD-21460,2025-10-27,2025-11-03,CUST-10566,PROD-1003,302001,18725.69,1438.83,2,0.15
ORD-21461,2025-08-23,2025-08-25,CUST-10824,PROD-1010,380001,21214.61,170.9,3,0.0
ORD-21462,2024-12-22,2024-12-23,CUST-10339,PROD-1007,411001,36562.31,-1420.95,4,0.15
ORD-21463,2025-07-24,2025-07-27,CUST-10412,PROD-1004,302001,48160.66,-2435.9,1,0.1
ORD-21464,2024-10-14,2024-10-18,CUST-10153,PROD-1007,751001,24631.61,2307.34,3,0.1
ORD-21465,2025-11-29,2025-12-03,CUST-10277,PROD-1008,400001,32939.42,7687.21,4,0.1
ORD-21466,2024-11-03,2024-11-06,CUST-10015,PROD-1006,380001,2132.93,503.76,1,0.05
ORD-21467,2025-07-09,2025-07-15,CUST-10480,PROD-1003,411001,24085.08,4119.95,5,0.0
ORD-21468,2024-09-26,2024-09-29,CUST-10343,PROD-1001,700001,31954.67,-2623.53,4,0.1
ORD-21469,2026-03-09,2026-03-15,CUST-10707,PROD-1005,400001,24832.28,-1631.19,2,0.1
ORD-21470,2025-03-25,2025-03-30,CUST-10520,PROD-1007,700001,39241.01,6599.25,4,0.0
ORD-21471,2025-06-12,2025-06-15,CUST-10853,PROD-1004,302001,8713.42,294.29,5,0.15
ORD-21472,2025-10-23,2025-10-30,CUST-10654,PROD-1008,400001,36353.65,5118.62,3,0.0
ORD-21473,2024-12-16,2024-12-23,CUST-10925,PROD-1007,751001,7972.3,707.24,3,0.0
ORD-21474,2025-12-11,2025-12-16,CUST-10719,PROD-1004,302001,48921.81,4781.24,1,0.05
ORD-21475,2025-02-10,2025-02-11,CUST-10497,PROD-1008,560001,28328.69,4105.54,1,0.0
ORD-21476,2025-04-11,2025-04-18,CUST-10847,PROD-1004,411001,32081.42,-582.7,4,0.05
ORD-21477,2024-12-30,2025-01-04,CUST-10351,PROD-1004,500001,23107.57,2172.1,5,0.0
ORD-21478,2024-09-29,2024-10-01,CUST-10517,PROD-1005,751001,33537.05,9255.02,1,0.15
ORD-21479,2024-11-20,2024-11-22,CUST-10660,PROD-1003,380001,11266.42,1547.52,3,0.05
ORD-21480,2026-01-24,2026-01-27,CUST-10322,PROD-1002,751001,29905.77,494.46,1,0.1
ORD-21481,2024-08-10,2024-08-12,CUST-10960,PROD-1003,600001,14727.51,532.11,3,0.1
ORD-21482,2025-05-12,2025-05-19,CUST-10019,PROD-1001,411001,27038.98,2405.28,3,0.1
ORD-21483,2025-09-13,2025-09-16,CUST-10746,PROD-1006,600001,23594.77,4661.36,5,0.15
ORD-21484,2024-10-05,2024-10-12,CUST-10249,PROD-1005,560001,7076.97,998.54,4,0.15
ORD-21485,2025-07-02,2025-07-09,CUST-10189,PROD-1006,560001,12515.0,-452.66,3,0.05
ORD-21486,2025-11-13,2025-11-17,CUST-10178,PROD-1009,600001,8148.78,-484.73,1,0.15
ORD-21487,2026-03-28,2026-03-29,CUST-10982,PROD-1006,400001,49465.81,8845.66,4,0.0
ORD-21488,2025-12-23,2025-12-29,CUST-10327,PROD-1001,110001,37022.92,-391.85,5,0.0
ORD-21489,2025-01-21,2025-01-26,CUST-10307,PROD-1005,110001,21115.49,706.66,1,0.0
ORD-21490,2024-12-29,2024-12-31,CUST-10072,PROD-1006,400001,23680.1,-517.17,1,0.15
ORD-21491,2024-10-25,2024-10-30,CUST-10021,PROD-1005,411001,1297.63,-110.11,5,0.15
ORD-21492,2024-12-19,2024-12-26,CUST-10912,PROD-1004,500001,27229.43,559.56,2,0.0
ORD-21493,2025-02-14,2025-02-21,CUST-10644,PROD-1009,560001,38537.17,11219.77,5,0.15
ORD-21494,2025-06-24,2025-06-30,CUST-10498,PROD-1006,600001,38918.03,-225.52,3,0.1
ORD-21495,2026-04-20,2026-04-27,CUST-10370,PROD-1006,411001,2050.65,316.95,5,0.1
ORD-21496,2025-02-28,2025-03-04,CUST-10025,PROD-1010,400001,5659.46,1585.01,1,0.1
ORD-21497,2025-07-05,2025-07-07,CUST-10074,PROD-1006,500001,26164.0,1608.17,3,0.1
ORD-21498,2025-01-18,2025-01-22,CUST-10790,PROD-1003,302001,9175.46,-380.91,3,0.15
ORD-21499,2025-11-22,2025-11-28,CUST-10229,PROD-1002,751001,36351.4,9950.65,2,0.1
ORD-21500,2024-08-25,2024-08-31,CUST-10287,PROD-1009,411001,14470.35,772.69,1,0.0
ORD-21501,2024-11-15,2024-11-20,CUST-10150,PROD-1003,500001,12398.82,2357.93,3,0.1
ORD-21502,2025-08-29,2025-08-30,CUST-10930,PROD-1004,411001,16745.88,3075.11,1,0.05
ORD-21503,2025-07-29,2025-08-01,CUST-10501,PROD-1008,110001,43299.74,1191.11,2,0.05
ORD-21504,2026-02-07,2026-02-08,CUST-10265,PROD-1007,560001,8777.12,926.74,2,0.0
ORD-21505,2024-07-31,2024-08-01,CUST-10188,PROD-1002,700001,49892.89,7446.87,4,0.0
ORD-21506,2024-09-05,2024-09-10,CUST-10850,PROD-1004,400001,44461.88,7757.72,3,0.15
ORD-21507,2026-03-09,2026-03-11,CUST-10387,PROD-1008,700001,43305.36,4161.58,4,0.15
ORD-21508,2025-01-03,2025-01-07,CUST-10356,PROD-1009,380001,7592.23,298.44,2,0.1
ORD-21509,2025-08-04,2025-08-07,CUST-10650,PROD-1009,700001,42975.67,2977.37,3,0.05
ORD-21510,2026-03-02,2026-03-05,CUST-10584,PROD-1006,411001,11780.31,3493.69,2,0.1
ORD-21511,2025-07-09,2025-07-16,CUST-10959,PROD-1003,302001,47474.22,320.17,3,0.15
ORD-21512,2025-07-16,2025-07-18,CUST-10906,PROD-1008,751001,24104.11,1793.64,5,0.1
ORD-21513,2025-07-08,2025-07-11,CUST-10370,PROD-1001,600001,42059.77,1133.19,1,0.1
ORD-21514,2026-03-08,2026-03-12,CUST-10591,PROD-1002,400001,48869.39,1364.7,4,0.0
ORD-21515,2024-06-23,2024-06-26,CUST-10242,PROD-1010,500001,26168.17,4639.46,4,0.15
ORD-21516,2025-02-15,2025-02-16,CUST-10956,PROD-1002,400001,27072.97,906.78,2,0.0
ORD-21517,2025-12-22,2025-12-26,CUST-10505,PROD-1005,380001,40930.59,229.09,4,0.1
